,Unnamed: 0,age,ethnicity,full_path,gender,name,filename,tag,face_loc,folder,face_location,,male,length_filename
570,570,46,black,45/nm0001845_rm3013711360_1961-7-15_2008.jpg,male,forest whitaker,nm0001845_rm3013711360_1961-7-15_2008_0.jpg,no-smile,"{'x': 0, 'y': 70, 'w': 210, 'h': 210}",45,"[0, 70, 210, 280]",,1,43
571,571,49,black,45/nm0001845_rm3127687936_1961-7-15_2011.jpg,male,forest whitaker,nm0001845_rm3127687936_1961-7-15_2011_0.jpg,no-smile,"{'x': 1234, 'y': 226, 'w': 142, 'h': 142}",45,"[1234, 226, 1376, 368]",,1,43
725,725,43,black,53/nm0001853_rm229610496_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm229610496_1963-3-18_2006_0.jpg,no-smile,"{'x': 208, 'y': 48, 'w': 83, 'h': 83}",53,"[208, 48, 291, 131]",,0,42
732,732,43,black,53/nm0001853_rm299535872_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm299535872_1963-3-18_2006_0.jpg,no-smile,"{'x': 165, 'y': 55, 'w': 69, 'h': 69}",53,"[165, 55, 234, 124]",,0,42
733,733,40,black,53/nm0001853_rm304454144_1963-3-18_2003.jpg,female,vanessa williams,nm0001853_rm304454144_1963-3-18_2003_0.jpg,smile,"{'x': 97, 'y': 78, 'w': 173, 'h': 173}",53,"[97, 78, 270, 251]",,0,42
739,739,49,black,53/nm0001853_rm550089984_1963-3-18_2012.jpg,female,vanessa williams,nm0001853_rm550089984_1963-3-18_2012_0.jpg,no-smile,"{'x': 231, 'y': 66, 'w': 73, 'h': 73}",53,"[231, 66, 304, 139]",,0,42
720,720,46,black,53/nm0001853_rm1313049344_1963-3-18_2009.jpg,female,vanessa williams,nm0001853_rm1313049344_1963-3-18_2009_0.jpg,smile,"{'x': 83, 'y': 99, 'w': 148, 'h': 148}",53,"[83, 99, 231, 247]",,0,43
721,721,49,black,53/nm0001853_rm1827646976_1963-3-18_2012.jpg,female,vanessa williams,nm0001853_rm1827646976_1963-3-18_2012_0.jpg,no-smile,"{'x': 390, 'y': 116, 'w': 60, 'h': 60}",53,"[390, 116, 450, 176]",,0,43
722,722,45,black,53/nm0001853_rm1831769088_1963-3-18_2008.jpg,female,vanessa williams,nm0001853_rm1831769088_1963-3-18_2008_0.jpg,smile,"{'x': 113, 'y': 56, 'w': 62, 'h': 62}",53,"[113, 56, 175, 118]",,0,43
723,723,41,black,53/nm0001853_rm1944421888_1963-3-18_2004.jpg,female,vanessa williams,nm0001853_rm1944421888_1963-3-18_2004_0.jpg,smile,"{'x': 100, 'y': 118, 'w': 80, 'h': 80}",53,"[100, 118, 180, 198]",,0,43
724,724,43,black,53/nm0001853_rm2295629824_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm2295629824_1963-3-18_2006_0.jpg,smile,"{'x': 145, 'y': 181, 'w': 161, 'h': 161}",53,"[145, 181, 306, 342]",,0,43
726,726,43,black,53/nm0001853_rm2320406784_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm2320406784_1963-3-18_2006_0.jpg,no-smile,"{'x': 226, 'y': 80, 'w': 64, 'h': 64}",53,"[226, 80, 290, 144]",,0,43
727,727,43,black,53/nm0001853_rm2353961216_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm2353961216_1963-3-18_2006_0.jpg,no-smile,"{'x': 191, 'y': 118, 'w': 130, 'h': 130}",53,"[191, 118, 321, 248]",,0,43
728,728,43,black,53/nm0001853_rm2551941376_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm2551941376_1963-3-18_2006_0.jpg,no-smile,"{'x': 286, 'y': 169, 'w': 65, 'h': 65}",53,"[286, 169, 351, 234]",,0,43
729,729,41,black,53/nm0001853_rm2619901696_1963-3-18_2004.jpg,female,vanessa williams,nm0001853_rm2619901696_1963-3-18_2004_0.jpg,smile,"{'x': 191, 'y': 59, 'w': 130, 'h': 130}",53,"[191, 59, 321, 189]",,0,43
730,730,43,black,53/nm0001853_rm2840500480_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm2840500480_1963-3-18_2006_0.jpg,smile,"{'x': 184, 'y': 102, 'w': 90, 'h': 90}",53,"[184, 102, 274, 192]",,0,43
731,731,41,black,53/nm0001853_rm2898640128_1963-3-18_2004.jpg,female,vanessa williams,nm0001853_rm2898640128_1963-3-18_2004_0.jpg,no-smile,"{'x': 110, 'y': 63, 'w': 140, 'h': 140}",53,"[110, 63, 250, 203]",,0,43
734,734,37,black,53/nm0001853_rm3297884672_1963-3-18_2000.jpg,female,vanessa williams,nm0001853_rm3297884672_1963-3-18_2000_0.jpg,no-smile,"{'x': 854, 'y': 526, 'w': 292, 'h': 292}",53,"[854, 526, 1146, 818]",,0,43
735,735,43,black,53/nm0001853_rm3432551424_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm3432551424_1963-3-18_2006_0.jpg,smile,"{'x': 58, 'y': 88, 'w': 130, 'h': 130}",53,"[58, 88, 188, 218]",,0,43
736,736,51,black,53/nm0001853_rm3941844480_1963-3-18_2014.jpg,female,vanessa williams,nm0001853_rm3941844480_1963-3-18_2014_0.jpg,smile,"{'x': 566, 'y': 143, 'w': 179, 'h': 179}",53,"[566, 143, 745, 322]",,0,43
737,737,43,black,53/nm0001853_rm4006905856_1963-3-18_2006.jpg,female,vanessa williams,nm0001853_rm4006905856_1963-3-18_2006_0.jpg,no-smile,"{'x': 102, 'y': 123, 'w': 182, 'h': 182}",53,"[102, 123, 284, 305]",,0,43
738,738,49,black,53/nm0001853_rm4292061952_1963-3-18_2012.jpg,female,vanessa williams,nm0001853_rm4292061952_1963-3-18_2012_0.jpg,smile,"{'x': 693, 'y': 434, 'w': 192, 'h': 192}",53,"[693, 434, 885, 626]",,0,43
1000,1000,42,white,71/nm0002071_rm123765760_1967-7-16_2010.jpg,male,will ferrell,nm0002071_rm123765760_1967-7-16_2010_0.jpg,smile,"{'x': 114, 'y': 57, 'w': 72, 'h': 72}",71,"[114, 57, 186, 129]",,1,42
1007,1007,42,white,71/nm0002071_rm215056384_1967-7-16_2010.jpg,male,will ferrell,nm0002071_rm215056384_1967-7-16_2010_0.jpg,smile,"{'x': 499, 'y': 283, 'w': 192, 'h': 192}",71,"[499, 283, 691, 475]",,1,42
1008,1008,42,white,71/nm0002071_rm231833600_1967-7-16_2010.jpg,male,will ferrell,nm0002071_rm231833600_1967-7-16_2010_0.jpg,smile,"{'x': 862, 'y': 265, 'w': 155, 'h': 155}",71,"[862, 265, 1017, 420]",,1,42
1009,1009,42,white,71/nm0002071_rm270632704_1967-7-16_2010.jpg,male,will ferrell,nm0002071_rm270632704_1967-7-16_2010_0.jpg,smile,"{'x': 63, 'y': 110, 'w': 140, 'h': 140}",71,"[63, 110, 203, 250]",,1,42
1015,1015,45,white,71/nm0002071_rm544396032_1967-7-16_2013.jpg,male,will ferrell,nm0002071_rm544396032_1967-7-16_2013_0.jpg,smile,"{'x': 867, 'y': 265, 'w': 336, 'h': 336}",71,"[867, 265, 1203, 601]",,1,42
1016,1016,47,white,71/nm0002071_rm714207232_1967-7-16_2015.jpg,male,will ferrell,nm0002071_rm714207232_1967-7-16_2015_0.jpg,smile,"{'x': 641, 'y': 265, 'w': 336, 'h': 336}",71,"[641, 265, 977, 601]",,1,42
1017,1017,38,white,71/nm0002071_rm760650240_1967-7-16_2006.jpg,male,will ferrell,nm0002071_rm760650240_1967-7-16_2006_0.jpg,smile,"{'x': 50, 'y': 50, 'w': 89, 'h': 89}",71,"[50, 50, 139, 139]",,1,42
1018,1018,42,white,71/nm0002071_rm861963264_1967-7-16_2010.jpg,male,will ferrell,nm0002071_rm861963264_1967-7-16_2010_0.jpg,smile,"{'x': 88, 'y': 53, 'w': 78, 'h': 78}",71,"[88, 53, 166, 131]",,1,42
1019,1019,38,white,71/nm0002071_rm883202816_1967-7-16_2006.jpg,male,will ferrell,nm0002071_rm883202816_1967-7-16_2006_0.jpg,smile,"{'x': 75, 'y': 90, 'w': 134, 'h': 134}",71,"[75, 90, 209, 224]",,1,42
1001,1001,39,white,71/nm0002071_rm1320589312_1967-7-16_2007.jpg,male,will ferrell,nm0002071_rm1320589312_1967-7-16_2007_0.jpg,smile,"{'x': 63, 'y': 88, 'w': 112, 'h': 112}",71,"[63, 88, 175, 200]",,1,43
1002,1002,41,white,71/nm0002071_rm1487899392_1967-7-16_2009.jpg,male,will ferrell,nm0002071_rm1487899392_1967-7-16_2009_0.jpg,no-smile,"{'x': 353, 'y': 76, 'w': 112, 'h': 112}",71,"[353, 76, 465, 188]",,1,43
1003,1003,41,white,71/nm0002071_rm1504676608_1967-7-16_2009.jpg,male,will ferrell,nm0002071_rm1504676608_1967-7-16_2009_0.jpg,no-smile,"{'x': 241, 'y': 63, 'w': 79, 'h': 79}",71,"[241, 63, 320, 142]",,1,43
1004,1004,47,white,71/nm0002071_rm1516761088_1967-7-16_2015.jpg,male,will ferrell,nm0002071_rm1516761088_1967-7-16_2015_0.jpg,no-smile,"{'x': 886, 'y': 231, 'w': 145, 'h': 145}",71,"[886, 231, 1031, 376]",,1,43
1005,1005,45,white,71/nm0002071_rm1675022336_1967-7-16_2013.jpg,male,will ferrell,nm0002071_rm1675022336_1967-7-16_2013_0.jpg,no-smile,"{'x': 493, 'y': 247, 'w': 314, 'h': 314}",71,"[493, 247, 807, 561]",,1,43
1006,1006,45,white,71/nm0002071_rm1708576768_1967-7-16_2013.jpg,male,will ferrell,nm0002071_rm1708576768_1967-7-16_2013_0.jpg,no-smile,"{'x': 985, 'y': 198, 'w': 145, 'h': 145}",71,"[985, 198, 1130, 343]",,1,43
1010,1010,47,white,71/nm0002071_rm2775052288_1967-7-16_2015.jpg,male,will ferrell,nm0002071_rm2775052288_1967-7-16_2015_0.jpg,no-smile,"{'x': 1378, 'y': 165, 'w': 292, 'h': 292}",71,"[1378, 165, 1670, 457]",,1,43
1011,1011,47,white,71/nm0002071_rm2942824448_1967-7-16_2015.jpg,male,will ferrell,nm0002071_rm2942824448_1967-7-16_2015_0.jpg,no-smile,"{'x': 1299, 'y': 304, 'w': 387, 'h': 387}",71,"[1299, 304, 1686, 691]",,1,43
1012,1012,47,white,71/nm0002071_rm3009933312_1967-7-16_2015.jpg,male,will ferrell,nm0002071_rm3009933312_1967-7-16_2015_0.jpg,no-smile,"{'x': 534, 'y': 161, 'w': 237, 'h': 237}",71,"[534, 161, 771, 398]",,1,43
1013,1013,45,white,71/nm0002071_rm3029131008_1967-7-16_2013.jpg,male,will ferrell,nm0002071_rm3029131008_1967-7-16_2013_0.jpg,no-smile,"{'x': 641, 'y': 340, 'w': 336, 'h': 336}",71,"[641, 340, 977, 676]",,1,43
1014,1014,47,white,71/nm0002071_rm3043487744_1967-7-16_2015.jpg,male,will ferrell,nm0002071_rm3043487744_1967-7-16_2015_0.jpg,no-smile,"{'x': 1000, 'y': 372, 'w': 254, 'h': 254}",71,"[1000, 372, 1254, 626]",,1,43
443,443,15,white,66/nm0004266_rm13933312_1982-11-12_1998.jpg,female,anne hathaway,nm0004266_rm13933312_1982-11-12_1998_0.jpg,smile,"{'x': 70, 'y': 70, 'w': 104, 'h': 104}",66,"[70, 70, 174, 174]",,0,42
444,444,25,white,66/nm0004266_rm178361856_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm178361856_1982-11-12_2008_0.jpg,smile,"{'x': 48, 'y': 80, 'w': 142, 'h': 142}",66,"[48, 80, 190, 222]",,0,43
445,445,25,white,66/nm0004266_rm181573120_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm181573120_1982-11-12_2008_0.jpg,no-smile,"{'x': 915, 'y': 177, 'w': 314, 'h': 314}",66,"[915, 177, 1229, 491]",,0,43
446,446,31,white,66/nm0004266_rm327744256_1982-11-12_2014.jpg,female,anne hathaway,nm0004266_rm327744256_1982-11-12_2014_0.jpg,smile,"{'x': 587, 'y': 163, 'w': 179, 'h': 179}",66,"[587, 163, 766, 342]",,0,43
447,447,31,white,66/nm0004266_rm336067328_1982-11-12_2014.jpg,female,anne hathaway,nm0004266_rm336067328_1982-11-12_2014_0.jpg,no-smile,"{'x': 453, 'y': 604, 'w': 675, 'h': 675}",66,"[453, 604, 1128, 1279]",,0,43
448,448,27,white,66/nm0004266_rm345149184_1982-11-12_2010.jpg,female,anne hathaway,nm0004266_rm345149184_1982-11-12_2010_0.jpg,smile,"{'x': 87, 'y': 74, 'w': 110, 'h': 110}",66,"[87, 74, 197, 184]",,0,43
449,449,27,white,66/nm0004266_rm391614208_1982-11-12_2010.jpg,female,anne hathaway,nm0004266_rm391614208_1982-11-12_2010_0.jpg,smile,"{'x': 607, 'y': 244, 'w': 361, 'h': 361}",66,"[607, 244, 968, 605]",,0,43
450,450,31,white,66/nm0004266_rm394853120_1982-11-12_2014.jpg,female,anne hathaway,nm0004266_rm394853120_1982-11-12_2014_0.jpg,smile,"{'x': 368, 'y': 368, 'w': 548, 'h': 548}",66,"[368, 368, 916, 916]",,0,43
451,451,18,white,66/nm0004266_rm466196736_1982-11-12_2001.jpg,female,anne hathaway,nm0004266_rm466196736_1982-11-12_2001_0.jpg,no-smile,"{'x': 259, 'y': 106, 'w': 85, 'h': 85}",66,"[259, 106, 344, 191]",,0,43
452,452,24,white,66/nm0004266_rm494049792_1982-11-12_2007.jpg,female,anne hathaway,nm0004266_rm494049792_1982-11-12_2007_0.jpg,smile,"{'x': 92, 'y': 82, 'w': 81, 'h': 81}",66,"[92, 82, 173, 163]",,0,43
453,453,25,white,66/nm0004266_rm497391360_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm497391360_1982-11-12_2008_0.jpg,no-smile,"{'x': 82, 'y': 123, 'w': 122, 'h': 122}",66,"[82, 123, 204, 245]",,0,43
454,454,29,white,66/nm0004266_rm694529024_1982-11-12_2012.jpg,female,anne hathaway,nm0004266_rm694529024_1982-11-12_2012_0.jpg,no-smile,"{'x': 720, 'y': 214, 'w': 237, 'h': 237}",66,"[720, 214, 957, 451]",,0,43
455,455,25,white,66/nm0004266_rm737970176_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm737970176_1982-11-12_2008_0.jpg,no-smile,"{'x': 197, 'y': 66, 'w': 146, 'h': 146}",66,"[197, 66, 343, 212]",,0,43
456,456,25,white,66/nm0004266_rm771524608_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm771524608_1982-11-12_2008_0.jpg,no-smile,"{'x': 206, 'y': 65, 'w': 96, 'h': 96}",66,"[206, 65, 302, 161]",,0,43
457,457,25,white,66/nm0004266_rm950179328_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm950179328_1982-11-12_2008_0.jpg,smile,"{'x': 77, 'y': 62, 'w': 137, 'h': 137}",66,"[77, 62, 214, 199]",,0,43
458,458,22,white,66/nm0004266_rm958503680_1982-11-12_2005.jpg,female,anne hathaway,nm0004266_rm958503680_1982-11-12_2005_0.jpg,smile,"{'x': 59, 'y': 99, 'w': 176, 'h': 176}",66,"[59, 99, 235, 275]",,0,43
459,459,22,white,66/nm0004266_rm980785408_1982-11-12_2005.jpg,female,anne hathaway,nm0004266_rm980785408_1982-11-12_2005_0.jpg,no-smile,"{'x': 178, 'y': 78, 'w': 99, 'h': 99}",66,"[178, 78, 277, 177]",,0,43
440,440,22,white,66/nm0004266_rm1064671488_1982-11-12_2005.jpg,female,anne hathaway,nm0004266_rm1064671488_1982-11-12_2005_0.jpg,no-smile,"{'x': 251, 'y': 94, 'w': 93, 'h': 93}",66,"[251, 94, 344, 187]",,0,44
441,441,25,white,66/nm0004266_rm1077654272_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm1077654272_1982-11-12_2008_0.jpg,no-smile,"{'x': 634, 'y': 739, 'w': 314, 'h': 314}",66,"[634, 739, 948, 1053]",,0,44
442,442,25,white,66/nm0004266_rm1316656128_1982-11-12_2008.jpg,female,anne hathaway,nm0004266_rm1316656128_1982-11-12_2008_0.jpg,smile,"{'x': 120, 'y': 60, 'w': 89, 'h': 89}",66,"[120, 60, 209, 149]",,0,44
11,11,38,black,31/nm0004731_rm26778368_1966-11-26_2005.jpg,female,garcelle beauvais,nm0004731_rm26778368_1966-11-26_2005_0.jpg,smile,"{'x': 64, 'y': 80, 'w': 144, 'h': 144}",31,"[64, 80, 208, 224]",,0,42
15,15,38,black,31/nm0004731_rm43555584_1966-11-26_2005.jpg,female,garcelle beauvais,nm0004731_rm43555584_1966-11-26_2005_0.jpg,smile,"{'x': 51, 'y': 68, 'w': 152, 'h': 152}",31,"[51, 68, 203, 220]",,0,42
1,1,38,black,31/nm0004731_rm124099328_1966-11-26_2005.jpg,female,garcelle beauvais,nm0004731_rm124099328_1966-11-26_2005_0.jpg,smile,"{'x': 86, 'y': 72, 'w': 128, 'h': 128}",31,"[86, 72, 214, 200]",,0,43
16,16,45,black,31/nm0004731_rm699443712_1966-11-26_2012.jpg,female,garcelle beauvais,nm0004731_rm699443712_1966-11-26_2012_0.jpg,smile,"{'x': 526, 'y': 395, 'w': 587, 'h': 587}",31,"[526, 395, 1113, 982]",,0,43
17,17,38,black,31/nm0004731_rm962960128_1966-11-26_2005.jpg,female,garcelle beauvais,nm0004731_rm962960128_1966-11-26_2005_0.jpg,smile,"{'x': 98, 'y': 79, 'w': 87, 'h': 87}",31,"[98, 79, 185, 166]",,0,43
18,18,41,black,31/nm0004731_rm966366208_1966-11-26_2008.jpg,female,garcelle beauvais,nm0004731_rm966366208_1966-11-26_2008_0.jpg,smile,"{'x': 81, 'y': 81, 'w': 120, 'h': 120}",31,"[81, 81, 201, 201]",,0,43
0,0,36,black,31/nm0004731_rm1076009472_1966-11-26_2003.jpg,female,garcelle beauvais,nm0004731_rm1076009472_1966-11-26_2003_0.jpg,smile,"{'x': 94, 'y': 59, 'w': 104, 'h': 104}",31,"[94, 59, 198, 163]",,0,44
2,2,33,black,31/nm0004731_rm1552455680_1966-11-26_2000.jpg,female,garcelle beauvais,nm0004731_rm1552455680_1966-11-26_2000_0.jpg,smile,"{'x': 72, 'y': 72, 'w': 107, 'h': 107}",31,"[72, 72, 179, 179]",,0,44
3,3,37,black,31/nm0004731_rm1716165120_1966-11-26_2004.jpg,female,garcelle beauvais,nm0004731_rm1716165120_1966-11-26_2004_0.jpg,smile,"{'x': 80, 'y': 69, 'w': 102, 'h': 102}",31,"[80, 69, 182, 171]",,0,44
4,4,43,black,31/nm0004731_rm1827766272_1966-11-26_2010.jpg,female,garcelle beauvais,nm0004731_rm1827766272_1966-11-26_2010_0.jpg,smile,"{'x': 68, 'y': 82, 'w': 122, 'h': 122}",31,"[68, 82, 190, 204]",,0,44
5,5,42,black,31/nm0004731_rm1912572160_1966-11-26_2009.jpg,female,garcelle beauvais,nm0004731_rm1912572160_1966-11-26_2009_0.jpg,smile,"{'x': 39, 'y': 97, 'w': 174, 'h': 174}",31,"[39, 97, 213, 271]",,0,44
6,6,37,black,31/nm0004731_rm2081266432_1966-11-26_2004.jpg,female,garcelle beauvais,nm0004731_rm2081266432_1966-11-26_2004_0.jpg,smile,"{'x': 85, 'y': 96, 'w': 95, 'h': 95}",31,"[85, 96, 180, 191]",,0,44
7,7,39,black,31/nm0004731_rm2399902464_1966-11-26_2006.jpg,female,garcelle beauvais,nm0004731_rm2399902464_1966-11-26_2006_0.jpg,smile,"{'x': 143, 'y': 50, 'w': 55, 'h': 55}",31,"[143, 50, 198, 105]",,0,44
8,8,40,black,31/nm0004731_rm2422315776_1966-11-26_2007.jpg,female,garcelle beauvais,nm0004731_rm2422315776_1966-11-26_2007_0.jpg,smile,"{'x': 102, 'y': 37, 'w': 82, 'h': 82}",31,"[102, 37, 184, 119]",,0,44
9,9,38,black,31/nm0004731_rm2459998976_1966-11-26_2005.jpg,female,garcelle beauvais,nm0004731_rm2459998976_1966-11-26_2005_0.jpg,smile,"{'x': 98, 'y': 54, 'w': 80, 'h': 80}",31,"[98, 54, 178, 134]",,0,44
10,10,38,black,31/nm0004731_rm2493553408_1966-11-26_2005.jpg,female,garcelle beauvais,nm0004731_rm2493553408_1966-11-26_2005_0.jpg,smile,"{'x': 94, 'y': 80, 'w': 119, 'h': 119}",31,"[94, 80, 213, 199]",,0,44
12,12,36,black,31/nm0004731_rm3006372352_1966-11-26_2003.jpg,female,garcelle beauvais,nm0004731_rm3006372352_1966-11-26_2003_0.jpg,smile,"{'x': 80, 'y': 66, 'w': 119, 'h': 119}",31,"[80, 66, 199, 185]",,0,44
13,13,45,black,31/nm0004731_rm3441210880_1966-11-26_2012.jpg,female,garcelle beauvais,nm0004731_rm3441210880_1966-11-26_2012_0.jpg,smile,"{'x': 434, 'y': 607, 'w': 776, 'h': 776}",31,"[434, 607, 1210, 1383]",,0,44
14,14,34,black,31/nm0004731_rm3994458624_1966-11-26_2001.jpg,female,garcelle beauvais,nm0004731_rm3994458624_1966-11-26_2001_0.jpg,smile,"{'x': 65, 'y': 81, 'w': 145, 'h': 145}",31,"[65, 81, 210, 226]",,0,44
862,862,36,white,70/nm0004770_rm18322432_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm18322432_1969-5-16_2005_0.jpg,no-smile,"{'x': 119, 'y': 82, 'w': 65, 'h': 65}",70,"[119, 82, 184, 147]",,1,41
863,863,36,white,70/nm0004770_rm183284736_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm183284736_1969-5-16_2005_0.jpg,no-smile,"{'x': 168, 'y': 72, 'w': 70, 'h': 70}",70,"[168, 72, 238, 142]",,1,42
867,867,36,white,70/nm0004770_rm226596864_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm226596864_1969-5-16_2005_0.jpg,no-smile,"{'x': 41, 'y': 122, 'w': 182, 'h': 182}",70,"[41, 122, 223, 304]",,1,42
868,868,36,white,70/nm0004770_rm248628480_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm248628480_1969-5-16_2005_0.jpg,no-smile,"{'x': 877, 'y': 565, 'w': 557, 'h': 557}",70,"[877, 565, 1434, 1122]",,1,42
869,869,36,white,70/nm0004770_rm316648960_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm316648960_1969-5-16_2005_0.jpg,no-smile,"{'x': 412, 'y': 103, 'w': 76, 'h': 76}",70,"[412, 103, 488, 179]",,1,42
870,870,36,white,70/nm0004770_rm401388544_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm401388544_1969-5-16_2005_0.jpg,no-smile,"{'x': 0, 'y': 140, 'w': 124, 'h': 124}",70,"[0, 140, 124, 264]",,1,42
871,871,36,white,70/nm0004770_rm416459520_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm416459520_1969-5-16_2005_0.jpg,smile,"{'x': 498, 'y': 498, 'w': 891, 'h': 891}",70,"[498, 498, 1389, 1389]",,1,42
872,872,36,white,70/nm0004770_rm437434368_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm437434368_1969-5-16_2005_0.jpg,no-smile,"{'x': 158, 'y': 170, 'w': 107, 'h': 107}",70,"[158, 170, 265, 277]",,1,42
873,873,40,white,70/nm0004770_rm491424000_1969-5-16_2009.jpg,male,david boreanaz,nm0004770_rm491424000_1969-5-16_2009_0.jpg,no-smile,"{'x': 82, 'y': 82, 'w': 147, 'h': 147}",70,"[82, 82, 229, 229]",,1,42
874,874,36,white,70/nm0004770_rm510625280_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm510625280_1969-5-16_2005_0.jpg,no-smile,"{'x': 457, 'y': 81, 'w': 71, 'h': 71}",70,"[457, 81, 528, 152]",,1,42
875,875,36,white,70/nm0004770_rm551849216_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm551849216_1969-5-16_2005_0.jpg,no-smile,"{'x': 107, 'y': 39, 'w': 86, 'h': 86}",70,"[107, 39, 193, 125]",,1,42
876,876,36,white,70/nm0004770_rm670948608_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm670948608_1969-5-16_2005_0.jpg,smile,"{'x': 266, 'y': 82, 'w': 60, 'h': 60}",70,"[266, 82, 326, 142]",,1,42
877,877,36,white,70/nm0004770_rm803507456_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm803507456_1969-5-16_2005_0.jpg,smile,"{'x': 98, 'y': 69, 'w': 87, 'h': 87}",70,"[98, 69, 185, 156]",,1,42
878,878,33,white,70/nm0004770_rm808950528_1969-5-16_2002.jpg,male,david boreanaz,nm0004770_rm808950528_1969-5-16_2002_0.jpg,smile,"{'x': 64, 'y': 80, 'w': 142, 'h': 142}",70,"[64, 80, 206, 222]",,1,42
879,879,35,white,70/nm0004770_rm912890368_1969-5-16_2004.jpg,male,david boreanaz,nm0004770_rm912890368_1969-5-16_2004_0.jpg,smile,"{'x': 62, 'y': 93, 'w': 138, 'h': 138}",70,"[62, 93, 200, 231]",,1,42
860,860,36,white,70/nm0004770_rm1380878080_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm1380878080_1969-5-16_2005_0.jpg,smile,"{'x': 315, 'y': 69, 'w': 87, 'h': 87}",70,"[315, 69, 402, 156]",,1,43
861,861,36,white,70/nm0004770_rm1498062848_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm1498062848_1969-5-16_2005_0.jpg,smile,"{'x': 167, 'y': 147, 'w': 61, 'h': 61}",70,"[167, 147, 228, 208]",,1,43
864,864,36,white,70/nm0004770_rm2063042560_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm2063042560_1969-5-16_2005_0.jpg,smile,"{'x': 355, 'y': 79, 'w': 87, 'h': 87}",70,"[355, 79, 442, 166]",,1,43
865,865,36,white,70/nm0004770_rm2153427968_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm2153427968_1969-5-16_2005_0.jpg,smile,"{'x': 544, 'y': 201, 'w': 254, 'h': 254}",70,"[544, 201, 798, 455]",,1,43
866,866,36,white,70/nm0004770_rm2203759616_1969-5-16_2005.jpg,male,david boreanaz,nm0004770_rm2203759616_1969-5-16_2005_0.jpg,smile,"{'x': 1074, 'y': 114, 'w': 167, 'h': 167}",70,"[1074, 114, 1241, 281]",,1,43
854,854,31,black,75/nm0004875_rm611817984_1971-1-2_2002.jpg,male,taye diggs,nm0004875_rm611817984_1971-1-2_2002_0.jpg,smile,"{'x': 63, 'y': 94, 'w': 140, 'h': 140}",75,"[63, 94, 203, 234]",,1,41
855,855,36,black,75/nm0004875_rm645304064_1971-1-2_2007.jpg,male,taye diggs,nm0004875_rm645304064_1971-1-2_2007_0.jpg,smile,"{'x': 401, 'y': 71, 'w': 69, 'h': 69}",75,"[401, 71, 470, 140]",,1,41
856,856,29,black,75/nm0004875_rm683186944_1971-1-2_2000.jpg,male,taye diggs,nm0004875_rm683186944_1971-1-2_2000_0.jpg,smile,"{'x': 84, 'y': 30, 'w': 67, 'h': 67}",75,"[84, 30, 151, 97]",,1,41
857,857,29,black,75/nm0004875_rm699964160_1971-1-2_2000.jpg,male,taye diggs,nm0004875_rm699964160_1971-1-2_2000_0.jpg,smile,"{'x': 70, 'y': 50, 'w': 89, 'h': 89}",75,"[70, 50, 159, 139]",,1,41
858,858,36,black,75/nm0004875_rm928353536_1971-1-2_2007.jpg,male,taye diggs,nm0004875_rm928353536_1971-1-2_2007_0.jpg,no-smile,"{'x': 187, 'y': 136, 'w': 151, 'h': 151}",75,"[187, 136, 338, 287]",,1,41
859,859,29,black,75/nm0004875_rm934845184_1971-1-2_2000.jpg,male,taye diggs,nm0004875_rm934845184_1971-1-2_2000_0.jpg,smile,"{'x': 84, 'y': 47, 'w': 83, 'h': 83}",75,"[84, 47, 167, 130]",,1,41
